seq,ts_emit,w,bit
1698,1789388429961586821,0.475,1
1699,1789388429962232123,0.475,1
1700,1789388429962847640,0.475,1
1701,1789388429963486632,0.475,1
1702,1789388429964085920,0.0,0
1703,1789388429964686471,0.475,1
1704,1789388429965310551,0.475,1
1705,1789388429965884921,0.475,1
1706,1789388429966466888,0.475,1
1707,1789388429967081378,0.475,1
1708,1789388429967714135,0.475,1
1709,1789388429968347538,0.0,0
1710,1789388429969015367,0.475,1
1711,1789388429969614194,0.475,1
1712,1789388429970331710,0.475,1
1713,1789388429970922125,0.475,1
1714,1789388429971552009,0.475,1
1715,1789388429972163280,0.475,1
1716,1789388429972771486,0.475,1
1717,1789388429973375270,0.475,1
1718,1789388429973998173,0.475,1
1719,1789388429974634667,0.475,1
1720,1789388429975256630,0.475,1
1721,1789388429975864691,0.475,1
1722,1789388429976466007,0.475,1
1723,1789388429977057413,0.0,0
1724,1789388429977644230,0.0,0
1725,1789388429978234161,0.475,1
1726,1789388429978823040,0.475,1
1727,1789388429979455457,0.475,1
1728,1789388429980040558,0.475,1
1729,1789388429980629862,0.475,1
1730,1789388429981230675,0.0,0
1731,1789388429981828013,0.475,1
1732,1789388429982486215,0.475,1
1733,1789388429983104896,0.475,1
1734,1789388429983719165,0.475,1
1735,1789388429984317649,0.0,0
1736,1789388429984914815,0.475,1
1737,1789388429985563818,0.475,1
1738,1789388429986160748,0.475,1
1739,1789388429986762792,0.475,1
1740,1789388429987409611,0.475,1
1741,1789388429988012541,0.475,1
1742,1789388429988613644,0.475,1
1743,1789388429989209966,0.475,1
1744,1789388429989812602,0.475,1
1745,1789388429990416557,0.475,1
1746,1789388429991007515,0.475,1
1747,1789388429991603125,0.475,1
1748,1789388429992208455,0.475,1
1749,1789388429992849207,0.0,0
1750,1789388429993442437,0.475,1
1751,1789388429994037154,0.475,1
1752,1789388429994630208,0.475,1
1753,1789388429995243247,0.475,1
1754,1789388429995858879,0.475,1
1755,1789388429996466020,0.475,1
1756,1789388429997170603,0.475,1
1757,1789388429997759954,0.475,1
1758,1789388429998403309,0.475,1
1759,1789388429999045577,0.475,1
1760,1789388429999683177,0.475,1
1761,1789388430000266984,0.475,1
1762,1789388430000852476,0.0,0
1763,1789388430001439117,0.475,1
1764,1789388430002031392,0.475,1
1765,1789388430002627117,0.475,1
1766,1789388430003332153,0.475,1
1767,1789388430003981470,0.475,1
1768,1789388430004634762,0.475,1
1769,1789388430005275482,0.0,0
1770,1789388430005913972,0.475,1
1771,1789388430006553201,0.475,1
1772,1789388430007221727,0.0,0
1773,1789388430007829636,0.475,1
1774,1789388430008428308,0.475,1
1775,1789388430009026410,0.475,1
1776,1789388430009679257,0.475,1
1777,1789388430010325599,0.475,1
1778,1789388430010959785,0.475,1
1779,1789388430011596379,0.475,1
1780,1789388430012238322,0.475,1
1781,1789388430012904009,0.475,1
1782,1789388430013594056,0.0,0
1783,1789388430014232956,0.475,1
1784,1789388430014823072,0.475,1
1785,1789388430015423704,0.475,1
1786,1789388430016030565,0.475,1
1787,1789388430016642775,0.475,1
1788,1789388430017242282,0.475,1
1789,1789388430017839617,0.475,1
1790,1789388430018439266,0.475,1
1791,1789388430019034885,0.475,1
1792,1789388430019626243,0.475,1
1793,1789388430020212832,0.475,1
1794,1789388430020799372,0.475,1
1795,1789388430021445977,0.475,1
1796,1789388430022090557,0.475,1
1797,1789388430022680625,0.475,1
1798,1789388430023299586,0.475,1
1799,1789388430023892759,0.475,1
1800,1789388430024516302,0.475,1
1801,1789388430025132468,0.475,1
1802,1789388430025835635,0.475,1
1803,1789388430026486946,0.475,1
1804,1789388430027124995,0.475,1
1805,1789388430027768330,0.475,1
1806,1789388430028411384,0.475,1
1807,1789388430028989642,0.475,1
1808,1789388430029577546,0.475,1
1809,1789388430030206860,0.475,1
1810,1789388430030786830,0.475,1
1811,1789388430031403069,0.475,1
1812,1789388430031994665,0.475,1
1813,1789388430032647381,0.475,1
1814,1789388430033308264,0.0,0
1815,1789388430033931191,0.475,1
1816,1789388430034595047,0.475,1
1817,1789388430035178535,0.475,1
1818,1789388430035797058,0.475,1
1819,1789388430036486317,0.475,1
1820,1789388430037140631,0.475,1
1821,1789388430037745249,0.475,1
1822,1789388430038338105,0.475,1
1823,1789388430038930142,0.475,1
1824,1789388430039566477,0.475,1
1825,1789388430040150180,0.475,1
1826,1789388430040769301,0.475,1
1827,1789388430041349373,0.475,1
1828,1789388430041932662,0.475,1
1829,1789388430042516459,0.0,0
1830,1789388430043104614,0.475,1
1831,1789388430043712761,0.475,1
1832,1789388430044331218,0.475,1
1833,1789388430044928678,0.0,0
1834,1789388430045521575,0.475,1
1835,1789388430046110993,0.475,1
1836,1789388430046699597,0.475,1
1837,1789388430047283690,0.475,1
1838,1789388430047864926,0.475,1
1839,1789388430048452994,0.0,0
1840,1789388430049037970,0.475,1
1841,1789388430049624770,0.475,1
1842,1789388430050213500,0.475,1
1843,1789388430050809469,0.475,1
1844,1789388430051416935,0.475,1
1845,1789388430052012941,0.475,1
1846,1789388430052635063,0.475,1
1847,1789388430053226814,0.0,0
1848,1789388430053822963,0.0,0
1849,1789388430054410122,0.475,1
1850,1789388430055000265,0.475,1
1851,1789388430055593536,0.475,1
1852,1789388430056187137,0.475,1
1853,1789388430056867044,0.475,1
1854,1789388430057475101,0.475,1
1855,1789388430058090486,0.0,0
1856,1789388430058696903,0.475,1
1857,1789388430059296671,0.475,1
1858,1789388430059888432,0.0,0
1859,1789388430060583960,0.475,1
1860,1789388430061180430,0.475,1
1861,1789388430061776843,0.475,1
1862,1789388430062404636,0.0,0
1863,1789388430063097226,0.475,1
1864,1789388430063685255,0.475,1
1865,1789388430064298933,0.475,1
1866,1789388430064903576,0.475,1
1867,1789388430065500487,0.475,1
1868,1789388430066149281,0.475,1
1869,1789388430066726857,0.0,0
1870,1789388430067314881,0.475,1
1871,1789388430067901291,0.0,0
1872,1789388430068501470,0.475,1
1873,1789388430069146781,0.0,0
1874,1789388430069727542,0.475,1
1875,1789388430070313887,0.475,1
1876,1789388430070908368,0.475,1
1877,1789388430071515174,0.475,1
1878,1789388430072121606,0.475,1
1879,1789388430072718807,0.475,1
1880,1789388430073319935,0.0,0
1881,1789388430073905268,0.475,1
1882,1789388430074571365,0.0,0
1883,1789388430075160880,0.475,1
1884,1789388430075764365,0.0,0
1885,1789388430076357215,0.475,1
1886,1789388430076949038,0.0,0
1887,1789388430077647680,0.475,1
1888,1789388430078240061,0.475,1
1889,1789388430078840071,0.0,0
1890,1789388430079439794,0.475,1
1891,1789388430080038650,0.475,1
1892,1789388430080639047,0.475,1
1893,1789388430081296598,0.0,0
1894,1789388430081878425,0.475,1
1895,1789388430082470992,0.475,1
1896,1789388430083107658,0.475,1
1897,1789388430083762772,0.475,1
1898,1789388430084346477,0.475,1
1899,1789388430084942318,0.475,1
1900,1789388430085535490,0.475,1
1901,1789388430086174774,0.475,1
1902,1789388430086762908,0.0,0
1903,1789388430087352317,0.475,1
1904,1789388430087961590,0.475,1
1905,1789388430088613788,0.475,1
1906,1789388430089271924,0.475,1
1907,1789388430089855844,0.475,1
1908,1789388430090449776,0.475,1
1909,1789388430091078915,0.475,1
1910,1789388430091681397,0.475,1
1911,1789388430092275936,0.475,1
1912,1789388430092881856,0.475,1
1913,1789388430093473275,0.475,1
1914,1789388430094160237,0.475,1
1915,1789388430094749627,0.475,1
1916,1789388430095403513,0.0,0
1917,1789388430095990881,0.475,1
1918,1789388430096592674,0.475,1
1919,1789388430097224152,0.475,1
1920,1789388430097922054,0.475,1
1921,1789388430098509681,0.475,1
1922,1789388430099106276,0.0,0
1923,1789388430099713633,0.475,1
1924,1789388430100311545,0.475,1
1925,1789388430100941861,0.475,1
1926,1789388430101594003,0.475,1
1927,1789388430102178215,0.475,1
1928,1789388430102765420,0.475,1
1929,1789388430103400289,0.475,1
1930,1789388430103992927,0.0,0
1931,1789388430104584794,0.475,1
1932,1789388430105178404,0.475,1
1933,1789388430105800368,0.475,1
1934,1789388430106402644,0.0,0
1935,1789388430107010631,0.0,0
1936,1789388430107623277,0.475,1
1937,1789388430108213717,0.475,1
1938,1789388430108807441,0.0,0
1939,1789388430109445058,0.475,1
1940,1789388430110099499,0.475,1
1941,1789388430110690021,0.475,1
1942,1789388430111279444,0.0,0
1943,1789388430111870025,0.475,1
1944,1789388430112466510,0.475,1
1945,1789388430113121488,0.475,1
1946,1789388430113726309,0.475,1
1947,1789388430114326706,0.475,1
1948,1789388430114924327,0.475,1
1949,1789388430115527851,0.475,1
1950,1789388430116115790,0.475,1
1951,1789388430116708705,0.475,1
1952,1789388430117301956,0.0,0
1953,1789388430117897967,0.475,1
1954,1789388430118496108,0.475,1
1955,1789388430119100770,0.475,1
1956,1789388430119702206,0.0,0
1957,1789388430120311184,0.475,1
1958,1789388430121018118,0.475,1
1959,1789388430121611028,0.475,1
1960,1789388430122215280,0.475,1
1961,1789388430122814568,0.475,1
1962,1789388430123411620,0.475,1
1963,1789388430124027736,0.0,0
1964,1789388430124623491,0.475,1
1965,1789388430125223898,0.475,1
1966,1789388430125824073,0.475,1
1967,1789388430126438130,0.475,1
1968,1789388430127060866,0.0,0
1969,1789388430127679865,0.475,1
1970,1789388430128287143,0.0,0
1971,1789388430128888663,0.475,1
1972,1789388430129486280,0.475,1
1973,1789388430130103689,0.0,0
1974,1789388430130699329,0.475,1
1975,1789388430131362277,0.475,1
1976,1789388430131985896,0.475,1
1977,1789388430132685574,0.475,1
1978,1789388430133286747,0.475,1
1979,1789388430133887768,0.475,1
1980,1789388430134490632,0.475,1
1981,1789388430135105141,0.475,1
1982,1789388430135701049,0.475,1
1983,1789388430136319334,0.475,1
1984,1789388430136916354,0.475,1
1985,1789388430137519126,0.0,0
1986,1789388430138125441,0.475,1
1987,1789388430138730991,0.475,1
1988,1789388430139343471,0.0,0
1989,1789388430139945415,0.475,1
1990,1789388430140555603,0.475,1
1991,1789388430141337356,0.475,1
1992,1789388430141938174,0.475,1
1993,1789388430142592642,0.475,1
1994,1789388430143220194,0.475,1
1995,1789388430143806594,0.475,1
1996,1789388430144459743,0.475,1
1997,1789388430145114203,0.475,1
1998,1789388430145710042,0.475,1
1999,1789388430146306324,0.475,1
