seq,ts_emit,ts_recv,latency_us,w,bit
134,1789388428985826288,1789388428985957039,130.751,0.475,1
135,1789388428986409389,1789388428986513759,104.37,0.475,1
136,1789388428987001463,1789388428987142148,140.685,0.475,1
137,1789388428987594623,1789388428987788859,194.236,0.475,1
138,1789388428988201127,1789388428988368687,167.56,0.475,1
139,1789388428988811016,1789388428989005650,194.634,0.475,1
140,1789388428989412800,1789388428989583357,170.557,0.475,1
141,1789388428990011547,1789388428990161959,150.412,0.0,0
142,1789388428990597353,1789388428990764093,166.74,0.475,1
143,1789388428991190957,1789388428991351306,160.349,0.475,1
144,1789388428991787580,1789388428991980266,192.686,0.475,1
145,1789388428992378570,1789388428992529891,151.321,0.475,1
146,1789388428992975402,1789388428993113753,138.351,0.0,0
147,1789388428993573556,1789388428993791367,217.811,0.475,1
148,1789388428994169024,1789388428994352543,183.519,0.475,1
149,1789388428994787075,1789388428994951402,164.327,0.475,1
150,1789388428995394509,1789388428995570784,176.275,0.475,1
151,1789388428996010747,1789388428996183016,172.269,0.0,0
152,1789388428996645033,1789388428996836881,191.848,0.475,1
153,1789388428997341804,1789388428997511877,170.073,0.475,1
154,1789388428997937591,1789388428998057585,119.994,0.0,0
155,1789388428998527665,1789388428998662858,135.193,0.475,1
156,1789388428999112785,1789388428999234716,121.931,0.475,1
157,1789388428999743265,1789388428999890444,147.179,0.475,1
158,1789388429000339899,1789388429000516764,176.865,0.475,1
159,1789388429000948695,1789388429001134289,185.594,0.475,1
160,1789388429001563541,1789388429001785461,221.92,0.475,1
161,1789388429002186855,1789388429002421380,234.525,0.475,1
162,1789388429002785323,1789388429002979973,194.65,0.475,1
163,1789388429003379007,1789388429003593850,214.843,0.475,1
164,1789388429003968077,1789388429004443009,474.932,0.475,1
165,1789388429004570769,1789388429004983720,412.951,0.475,1
166,1789388429005187873,1789388429005532602,344.729,0.475,1
167,1789388429005795265,1789388429006055664,260.399,0.475,1
168,1789388429006425228,1789388429006708050,282.822,0.475,1
169,1789388429007045034,1789388429007373499,328.465,0.475,1
170,1789388429007663635,1789388429008114558,450.923,0.475,1
171,1789388429008268497,1789388429008646436,377.939,0.475,1
172,1789388429008890318,1789388429009085801,195.483,0.475,1
173,1789388429009580396,1789388429009774332,193.936,0.475,1
174,1789388429010214148,1789388429010482185,268.037,0.475,1
175,1789388429010837977,1789388429011305273,467.296,0.475,1
176,1789388429011470571,1789388429011712561,241.99,0.0,0
177,1789388429012077489,1789388429012310183,232.694,0.475,1
178,1789388429012720989,1789388429012854704,133.715,0.475,1
179,1789388429013348765,1789388429013523442,174.677,0.475,1
180,1789388429013979415,1789388429014140386,160.971,0.475,1
181,1789388429014576932,1789388429014738274,161.342,0.475,1
182,1789388429015189270,1789388429015419195,229.925,0.475,1
183,1789388429015798829,1789388429016102752,303.923,0.475,1
184,1789388429016428903,1789388429016713082,284.179,0.475,1
185,1789388429017080805,1789388429017251276,170.471,0.0,0
186,1789388429017755927,1789388429017901590,145.663,0.475,1
187,1789388429018445837,1789388429018609742,163.905,0.475,1
188,1789388429019064899,1789388429019291395,226.496,0.475,1
189,1789388429019693049,1789388429019929282,236.233,0.475,1
190,1789388429020308734,1789388429020477837,169.103,0.475,1
191,1789388429020930228,1789388429021187330,257.102,0.0,0
192,1789388429021522386,1789388429021669809,147.423,0.475,1
193,1789388429022163018,1789388429022280399,117.381,0.475,1
194,1789388429022779498,1789388429022914144,134.646,0.475,1
195,1789388429023385097,1789388429023639812,254.715,0.475,1
196,1789388429024006223,1789388429024140056,133.833,0.475,1
197,1789388429024641267,1789388429024826808,185.541,0.475,1
198,1789388429025266911,1789388429025455728,188.817,0.475,1
199,1789388429025868945,1789388429025994929,125.984,0.475,1
200,1789388429026478581,1789388429026615143,136.562,0.475,1
201,1789388429027061161,1789388429027170874,109.713,0.475,1
202,1789388429027682989,1789388429027794308,111.319,0.475,1
203,1789388429028302277,1789388429028391400,89.123,0.475,1
204,1789388429028922409,1789388429029069618,147.209,0.475,1
205,1789388429029502036,1789388429029614805,112.769,0.475,1
206,1789388429030126057,1789388429030251948,125.891,0.475,1
207,1789388429030726353,1789388429030839042,112.689,0.475,1
208,1789388429031345197,1789388429031448589,103.392,0.475,1
209,1789388429031932789,1789388429032074244,141.455,0.475,1
210,1789388429032535886,1789388429032645105,109.219,0.475,1
211,1789388429033167786,1789388429033282827,115.041,0.0,0
212,1789388429033791319,1789388429033885469,94.15,0.0,0
213,1789388429034428627,1789388429034525734,97.107,0.475,1
214,1789388429035045458,1789388429035142635,97.177,0.475,1
215,1789388429035653514,1789388429035831191,177.677,0.475,1
216,1789388429036351980,1789388429036605964,253.984,0.475,1
217,1789388429037101173,1789388429037240352,139.179,0.475,1
218,1789388429037706067,1789388429037909742,203.675,0.475,1
219,1789388429038307731,1789388429038446593,138.862,0.475,1
220,1789388429038918170,1789388429039093470,175.3,0.475,1
221,1789388429039522857,1789388429039719152,196.295,0.0,0
222,1789388429040127166,1789388429040354185,227.019,0.475,1
223,1789388429040748374,1789388429040890636,142.262,0.0,0
224,1789388429041383613,1789388429041704217,320.604,0.475,1
225,1789388429041985472,1789388429042128099,142.627,0.475,1
226,1789388429042574328,1789388429042734661,160.333,0.475,1
227,1789388429043169747,1789388429043299817,130.07,0.475,1
228,1789388429043796016,1789388429043913602,117.586,0.0,0
229,1789388429044406030,1789388429044598182,192.152,0.475,1
230,1789388429045003545,1789388429045174634,171.089,0.475,1
231,1789388429045614907,1789388429045782216,167.309,0.475,1
232,1789388429046232332,1789388429046389645,157.313,0.475,1
233,1789388429046848117,1789388429047078101,229.984,0.475,1
234,1789388429047488854,1789388429047733644,244.79,0.475,1
235,1789388429048122818,1789388429048382319,259.501,0.0,0
236,1789388429048766221,1789388429048922418,156.197,0.475,1
237,1789388429049430403,1789388429049719352,288.949,0.475,1
238,1789388429050099086,1789388429050391073,291.987,0.475,1
239,1789388429050760225,1789388429050964323,204.098,0.0,0
240,1789388429051407015,1789388429051546062,139.047,0.475,1
241,1789388429052059952,1789388429052206836,146.884,0.475,1
242,1789388429052701830,1789388429052903159,201.329,0.475,1
243,1789388429053360751,1789388429053514979,154.228,0.475,1
244,1789388429053968946,1789388429054127037,158.091,0.0,0
245,1789388429054611717,1789388429054784402,172.685,0.475,1
246,1789388429055233795,1789388429055365859,132.064,0.475,1
247,1789388429055844450,1789388429055989647,145.197,0.475,1
248,1789388429056463761,1789388429056545424,81.663,0.475,1
249,1789388429057081234,1789388429057262283,181.049,0.475,1
250,1789388429057696304,1789388429057851165,154.861,0.475,1
251,1789388429058297393,1789388429058497748,200.355,0.475,1
252,1789388429058902379,1789388429059069264,166.885,0.0,0
253,1789388429059512855,1789388429059783471,270.616,0.475,1
254,1789388429060196509,1789388429060320740,124.231,0.475,1
255,1789388429060803447,1789388429060925851,122.404,0.475,1
256,1789388429061423812,1789388429061652059,228.247,0.475,1
257,1789388429062048800,1789388429062224918,176.118,0.475,1
258,1789388429062658905,1789388429062812782,153.877,0.475,1
259,1789388429063265113,1789388429063430737,165.624,0.475,1
260,1789388429063870589,1789388429064035337,164.748,0.0,0
261,1789388429064478874,1789388429064600588,121.714,0.475,1
262,1789388429065081546,1789388429065200807,119.261,0.475,1
263,1789388429065678939,1789388429065783097,104.158,0.475,1
264,1789388429066278739,1789388429066389712,110.973,0.475,1
265,1789388429066882846,1789388429066967473,84.627,0.475,1
266,1789388429067477527,1789388429067589256,111.729,0.475,1
267,1789388429068071414,1789388429068236770,165.356,0.475,1
268,1789388429068704159,1789388429068843264,139.105,0.475,1
269,1789388429069365569,1789388429069461041,95.472,0.0,0
270,1789388429069950125,1789388429070050347,100.222,0.475,1
271,1789388429070540137,1789388429070764237,224.1,0.475,1
272,1789388429071148670,1789388429071262503,113.833,0.475,1
273,1789388429071815458,1789388429071918204,102.746,0.475,1
274,1789388429072415882,1789388429072529312,113.43,0.475,1
275,1789388429073070534,1789388429073179064,108.53,0.475,1
276,1789388429073714117,1789388429073801689,87.572,0.475,1
277,1789388429074339169,1789388429074425990,86.821,0.475,1
278,1789388429074920410,1789388429075025674,105.264,0.475,1
279,1789388429075581954,1789388429075667507,85.553,0.475,1
280,1789388429076226252,1789388429076313738,87.486,0.475,1
281,1789388429076892545,1789388429076996566,104.021,0.0,0
282,1789388429077544986,1789388429077673512,128.526,0.475,1
283,1789388429078129772,1789388429078215204,85.432,0.475,1
284,1789388429078715982,1789388429078807767,91.785,0.475,1
285,1789388429079336514,1789388429079416636,80.122,0.475,1
286,1789388429079925195,1789388429080023976,98.781,0.0,0
287,1789388429080514914,1789388429080625448,110.534,0.475,1
288,1789388429081176804,1789388429081294164,117.36,0.475,1
289,1789388429081804332,1789388429081900795,96.463,0.475,1
290,1789388429082420640,1789388429082520504,99.864,0.475,1
291,1789388429083006273,1789388429083107172,100.899,0.475,1
292,1789388429083614942,1789388429083704296,89.354,0.0,0
293,1789388429084187496,1789388429084279319,91.823,0.0,0
294,1789388429084765131,1789388429084852474,87.343,0.475,1
295,1789388429085382553,1789388429085481738,99.185,0.0,0
296,1789388429085998719,1789388429086101671,102.952,0.475,1
297,1789388429086589499,1789388429086711953,122.454,0.475,1
298,1789388429087220232,1789388429087301299,81.067,0.0,0
299,1789388429087806491,1789388429087918785,112.294,0.475,1
300,1789388429088396220,1789388429088487573,91.353,0.475,1
301,1789388429089044149,1789388429089277735,233.586,0.475,1
302,1789388429089787581,1789388429089916835,129.254,0.475,1
303,1789388429090394485,1789388429090526779,132.294,0.475,1
304,1789388429091024008,1789388429091118399,94.391,0.0,0
305,1789388429091640285,1789388429091807464,167.179,0.475,1
306,1789388429092264174,1789388429092384943,120.769,0.0,0
307,1789388429092933628,1789388429093038339,104.711,0.475,1
308,1789388429093518934,1789388429093618895,99.961,0.475,1
309,1789388429094116362,1789388429094307977,191.615,0.475,1
310,1789388429094707540,1789388429094844102,136.562,0.475,1
311,1789388429095292193,1789388429095424240,132.047,0.0,0
312,1789388429095874289,1789388429095963678,89.389,0.475,1
313,1789388429096459612,1789388429096567166,107.554,0.475,1
314,1789388429097062591,1789388429097146949,84.358,0.475,1
315,1789388429097648230,1789388429097748977,100.747,0.475,1
316,1789388429098244641,1789388429098329853,85.212,0.475,1
317,1789388429098827081,1789388429098928021,100.94,0.0,0
318,1789388429099415474,1789388429099545067,129.593,0.475,1
319,1789388429100115490,1789388429100212564,97.074,0.475,1
320,1789388429100696443,1789388429100810653,114.21,0.475,1
321,1789388429101281594,1789388429101389097,107.503,0.475,1
322,1789388429101867298,1789388429101950063,82.765,0.0,0
323,1789388429102517727,1789388429102621176,103.449,0.0,0
324,1789388429103131268,1789388429103217083,85.815,0.475,1
325,1789388429103730015,1789388429103852246,122.231,0.475,1
326,1789388429104349913,1789388429104539962,190.049,0.475,1
327,1789388429104948472,1789388429105045531,97.059,0.475,1
328,1789388429105546535,1789388429105647114,100.579,0.0,0
329,1789388429106136755,1789388429106229850,93.095,0.475,1
330,1789388429106823489,1789388429107134762,311.273,0.475,1
331,1789388429107452053,1789388429107602951,150.898,0.475,1
332,1789388429108068493,1789388429108196966,128.473,0.475,1
333,1789388429108723736,1789388429108880194,156.458,0.475,1
334,1789388429109345379,1789388429109512537,167.158,0.475,1
335,1789388429109962792,1789388429110164211,201.419,0.475,1
336,1789388429110581335,1789388429110708737,127.402,0.475,1
337,1789388429111199759,1789388429111325225,125.466,0.475,1
338,1789388429111820082,1789388429111952079,131.997,0.475,1
339,1789388429112415097,1789388429112524519,109.422,0.475,1
340,1789388429113013913,1789388429113194608,180.695,0.475,1
341,1789388429113625725,1789388429113751245,125.52,0.475,1
342,1789388429114264304,1789388429114383428,119.124,0.0,0
343,1789388429114885443,1789388429115026009,140.566,0.475,1
344,1789388429115516874,1789388429115683463,166.589,0.475,1
345,1789388429116121986,1789388429116241856,119.87,0.475,1
346,1789388429116746403,1789388429116950183,203.78,0.0,0
347,1789388429117365542,1789388429117539814,174.272,0.475,1
348,1789388429117976576,1789388429118140500,163.924,0.475,1
349,1789388429118626776,1789388429118746943,120.167,0.475,1
350,1789388429119219668,1789388429119330809,111.141,0.0,0
351,1789388429119816815,1789388429119960013,143.198,0.475,1
352,1789388429120441042,1789388429120535508,94.466,0.475,1
353,1789388429121030559,1789388429121163213,132.654,0.475,1
354,1789388429121650115,1789388429121773271,123.156,0.475,1
355,1789388429122238673,1789388429122338609,99.936,0.475,1
356,1789388429122834542,1789388429122927650,93.108,0.475,1
357,1789388429123425711,1789388429123520502,94.791,0.475,1
358,1789388429124014827,1789388429124126209,111.382,0.475,1
359,1789388429124614103,1789388429124709259,95.156,0.475,1
360,1789388429125196176,1789388429125280950,84.774,0.475,1
361,1789388429125818455,1789388429125896893,78.438,0.475,1
362,1789388429126404232,1789388429126493531,89.299,0.475,1
363,1789388429127034839,1789388429127122157,87.318,0.475,1
364,1789388429127695227,1789388429127795437,100.21,0.475,1
365,1789388429128287445,1789388429128393783,106.338,0.475,1
366,1789388429128881404,1789388429128982247,100.843,0.475,1
367,1789388429129477089,1789388429129608234,131.145,0.475,1
368,1789388429130070824,1789388429130176979,106.155,0.475,1
369,1789388429130653956,1789388429130843265,189.309,0.475,1
370,1789388429131300768,1789388429131427079,126.311,0.475,1
371,1789388429131932900,1789388429132039625,106.725,0.475,1
372,1789388429132514892,1789388429132627288,112.396,0.475,1
373,1789388429133182976,1789388429133409013,226.037,0.475,1
374,1789388429133777997,1789388429133894285,116.288,0.475,1
375,1789388429134364171,1789388429134538893,174.722,0.475,1
376,1789388429134963857,1789388429135152607,188.75,0.475,1
377,1789388429135569325,1789388429135715035,145.71,0.0,0
378,1789388429136182315,1789388429136301243,118.928,0.0,0
379,1789388429136791092,1789388429136917697,126.605,0.475,1
380,1789388429137388776,1789388429137589632,200.856,0.475,1
381,1789388429137990376,1789388429138148705,158.329,0.475,1
382,1789388429138587478,1789388429138715865,128.387,0.475,1
383,1789388429139182926,1789388429139294155,111.229,0.475,1
384,1789388429139792241,1789388429139935401,143.16,0.475,1
385,1789388429140420060,1789388429140583112,163.052,0.0,0
386,1789388429141059638,1789388429141239102,179.464,0.475,1
387,1789388429141701846,1789388429141905545,203.699,0.475,1
388,1789388429142311217,1789388429142510114,198.897,0.475,1
389,1789388429142983673,1789388429143114422,130.749,0.475,1
390,1789388429143625244,1789388429143889914,264.67,0.475,1
391,1789388429144269942,1789388429144596255,326.313,0.475,1
392,1789388429144887543,1789388429145101945,214.402,0.475,1
393,1789388429145500894,1789388429145696030,195.136,0.475,1
394,1789388429146120423,1789388429146255048,134.625,0.475,1
395,1789388429146708504,1789388429146793777,85.273,0.0,0
396,1789388429147291704,1789388429147385325,93.621,0.475,1
397,1789388429147917340,1789388429148021676,104.336,0.475,1
398,1789388429148491131,1789388429148583155,92.024,0.475,1
399,1789388429149101300,1789388429149192442,91.142,0.475,1
400,1789388429149678448,1789388429149788729,110.281,0.475,1
401,1789388429150272922,1789388429150373122,100.2,0.475,1
402,1789388429150867576,1789388429151005618,138.042,0.0,0
403,1789388429151469049,1789388429151598234,129.185,0.475,1
404,1789388429152064997,1789388429152185495,120.498,0.475,1
405,1789388429152658100,1789388429152748050,89.95,0.475,1
406,1789388429153312312,1789388429153421195,108.883,0.475,1
407,1789388429153891101,1789388429154034318,143.217,0.475,1
408,1789388429154516906,1789388429154706942,190.036,0.475,1
409,1789388429155106385,1789388429155211263,104.878,0.475,1
410,1789388429155691831,1789388429155790773,98.942,0.0,0
411,1789388429156346875,1789388429156454281,107.406,0.0,0
412,1789388429156963516,1789388429157056716,93.2,0.475,1
413,1789388429157547406,1789388429157624094,76.688,0.0,0
414,1789388429158135971,1789388429158250021,114.05,0.475,1
415,1789388429158730365,1789388429158822553,92.188,0.475,1
416,1789388429159389547,1789388429159493000,103.453,0.475,1
417,1789388429159981558,1789388429160113346,131.788,0.475,1
418,1789388429160581293,1789388429160686873,105.58,0.475,1
419,1789388429161191384,1789388429161336094,144.71,0.475,1
420,1789388429161787208,1789388429161928835,141.627,0.0,0
421,1789388429162399107,1789388429162505121,106.014,0.475,1
422,1789388429162987017,1789388429163069462,82.445,0.475,1
423,1789388429163620010,1789388429163723493,103.483,0.475,1
424,1789388429164264288,1789388429164368000,103.712,0.475,1
425,1789388429164842282,1789388429164937066,94.784,0.475,1
426,1789388429165461551,1789388429165560861,99.31,0.0,0
427,1789388429166102698,1789388429166189524,86.826,0.0,0
428,1789388429166683427,1789388429166755067,71.64,0.475,1
429,1789388429167330449,1789388429167413140,82.691,0.475,1
430,1789388429167912382,1789388429168045514,133.132,0.0,0
431,1789388429168565037,1789388429168673729,108.692,0.475,1
432,1789388429169167627,1789388429169254902,87.275,0.475,1
433,1789388429169783458,1789388429169881763,98.305,0.475,1
434,1789388429170424264,1789388429170506291,82.027,0.475,1
435,1789388429171090296,1789388429171193578,103.282,0.475,1
436,1789388429171668738,1789388429171756414,87.676,0.475,1
437,1789388429172308507,1789388429172396159,87.652,0.475,1
438,1789388429172949178,1789388429173031260,82.082,0.475,1
439,1789388429173567574,1789388429173648661,81.087,0.475,1
440,1789388429174204920,1789388429174286361,81.441,0.475,1
441,1789388429174780441,1789388429174928927,148.486,0.475,1
442,1789388429175433389,1789388429175531658,98.269,0.475,1
443,1789388429176018062,1789388429176130549,112.487,0.475,1
444,1789388429176599408,1789388429176684942,85.534,0.475,1
445,1789388429177240286,1789388429177330163,89.877,0.475,1
446,1789388429177886032,1789388429177967948,81.916,0.475,1
447,1789388429178525101,1789388429178632351,107.25,0.475,1
448,1789388429179164581,1789388429179258711,94.13,0.475,1
449,1789388429179740007,1789388429179823627,83.62,0.475,1
450,1789388429180379608,1789388429180459400,79.792,0.475,1
451,1789388429181021435,1789388429181102537,81.102,0.475,1
452,1789388429181592609,1789388429181672330,79.721,0.475,1
453,1789388429182171378,1789388429182298918,127.54,0.0,0
454,1789388429182778719,1789388429182849423,70.704,0.475,1
455,1789388429183422428,1789388429183509076,86.648,0.475,1
456,1789388429184008164,1789388429184152624,144.46,0.475,1
457,1789388429184637175,1789388429184723697,86.522,0.475,1
458,1789388429185284457,1789388429185372199,87.742,0.475,1
459,1789388429185923892,1789388429186009142,85.25,0.475,1
460,1789388429186597299,1789388429186688948,91.649,0.475,1
461,1789388429187239821,1789388429187335294,95.473,0.0,0
462,1789388429187874748,1789388429187964774,90.026,0.475,1
463,1789388429188497575,1789388429188580895,83.32,0.475,1
464,1789388429189074723,1789388429189182038,107.315,0.475,1
465,1789388429189651779,1789388429189736328,84.549,0.475,1
466,1789388429190292302,1789388429190375075,82.773,0.0,0
467,1789388429190863659,1789388429190952723,89.064,0.475,1
468,1789388429191505620,1789388429191584859,79.239,0.475,1
469,1789388429192085627,1789388429192168594,82.967,0.475,1
470,1789388429192667001,1789388429192753898,86.897,0.475,1
471,1789388429193308187,1789388429193394726,86.539,0.475,1
472,1789388429193945817,1789388429194026698,80.881,0.475,1
473,1789388429194548661,1789388429194648802,100.141,0.475,1
474,1789388429195209599,1789388429195351967,142.368,0.475,1
475,1789388429195791653,1789388429195874261,82.608,0.475,1
476,1789388429196404239,1789388429196492935,88.696,0.475,1
477,1789388429196982779,1789388429197074238,91.459,0.475,1
478,1789388429197565919,1789388429197651353,85.434,0.475,1
479,1789388429198141586,1789388429198290015,148.429,0.475,1
480,1789388429198720852,1789388429198802602,81.75,0.475,1
481,1789388429199341610,1789388429199553339,211.729,0.475,1
482,1789388429199936158,1789388429200076751,140.593,0.0,0
483,1789388429200536420,1789388429200725281,188.861,0.475,1
484,1789388429201132910,1789388429201261160,128.25,0.475,1
485,1789388429201742063,1789388429201882172,140.109,0.475,1
486,1789388429202358450,1789388429202465998,107.548,0.475,1
487,1789388429202953612,1789388429203061807,108.195,0.475,1
488,1789388429203547264,1789388429203677630,130.366,0.475,1
489,1789388429204145546,1789388429204280405,134.859,0.475,1
490,1789388429204741296,1789388429204843488,102.192,0.475,1
491,1789388429205336712,1789388429205478159,141.447,0.475,1
492,1789388429205933450,1789388429206103721,170.271,0.475,1
493,1789388429206530763,1789388429206668932,138.169,0.475,1
494,1789388429207125922,1789388429207270066,144.144,0.475,1
495,1789388429207761804,1789388429207869174,107.37,0.475,1
496,1789388429208361140,1789388429208519923,158.783,0.475,1
497,1789388429208965453,1789388429209108834,143.381,0.475,1
