count_idx,delay_ns,delay_center_ns,delay_centered_ns,clock_offset_ns,clock_sync_rtt_ns
253,445112,37749,407363,-622,32258
254,445617,37749,407868,-622,32258
255,445287,37749,407538,-622,32258
256,447225,37749,409476,-622,32258
257,447549,37749,409800,-622,32258
258,449601,37749,411852,-622,32258
259,451385,37749,413636,-622,32258
260,451351,37749,413602,-622,32258
261,453369,37749,415620,-622,32258
262,452357,37749,414608,-622,32258
263,452453,37749,414704,-622,32258
264,453869,37749,416120,-622,32258
265,454050,37749,416301,-622,32258
266,454382,37749,416633,-622,32258
267,457655,37749,419906,-622,32258
268,455177,37749,417428,-622,32258
269,454792,37749,417043,-622,32258
270,455870,37749,418121,-622,32258
271,455892,37749,418143,-622,32258
272,457518,37749,419769,-622,32258
273,457534,37749,419785,-622,32258
274,457583,37749,419834,-622,32258
275,460773,37749,423024,-622,32258
276,461036,37749,423287,-622,32258
277,462881,37749,425132,-622,32258
278,463239,37749,425490,-622,32258
279,461143,37749,423394,-622,32258
280,462450,37749,424701,-622,32258
281,462322,37749,424573,-622,32258
282,462031,37749,424282,-622,32258
283,464387,37749,426638,-622,32258
284,451894,37749,414145,-622,32258
285,449351,37749,411602,-622,32258
286,401157,37749,363408,-622,32258
287,400195,37749,362446,-622,32258
288,396500,37749,358751,-622,32258
289,391690,37749,353941,-622,32258
290,365345,37749,327596,-622,32258
291,340218,37749,302469,-622,32258
292,332396,37749,294647,-622,32258
293,318735,37749,280986,-622,32258
294,308101,37749,270352,-622,32258
295,296513,37749,258764,-622,32258
296,277029,37749,239280,-622,32258
297,266707,37749,228958,-622,32258
298,253740,37749,215991,-622,32258
299,245532,37749,207783,-622,32258
300,232620,37749,194871,-622,32258
301,221264,37749,183515,-622,32258
302,205860,37749,168111,-622,32258
303,197345,37749,159596,-622,32258
304,184377,37749,146628,-622,32258
305,174380,37749,136631,-622,32258
306,161425,37749,123676,-622,32258
307,146216,37749,108467,-622,32258
308,134499,37749,96750,-622,32258
309,120553,37749,82804,-622,32258
310,108645,37749,70896,-622,32258
311,119345,37749,81596,-622,32258
312,110825,37749,73076,-622,32258
313,104809,37749,67060,-622,32258
314,96780,37749,59031,-622,32258
315,93140,37749,55391,-622,32258
316,85854,37749,48105,-622,32258
317,79342,37749,41593,-622,32258
318,74536,37749,36787,-622,32258
319,68666,37749,30917,-622,32258
320,65694,37749,27945,-622,32258
321,30958,37749,-6791,-622,32258
322,38247,37749,498,-622,32258
323,25628,37749,-12121,-622,32258
324,26214,37749,-11535,-622,32258
325,24135,37749,-13614,-622,32258
326,21303,37749,-16446,-622,32258
327,17606,37749,-20143,-622,32258
328,23474,37749,-14275,-622,32258
329,19830,37749,-17919,-622,32258
330,13074,37749,-24675,-622,32258
331,27647,37749,-10102,-622,32258
332,21988,37749,-15761,-622,32258
333,19546,37749,-18203,-622,32258
334,37749,37749,0,-622,32258
335,161905,37749,124156,-622,32258
336,133304,37749,95555,-622,32258
337,124105,37749,86356,-622,32258
338,120287,37749,82538,-622,32258
339,117223,37749,79474,-622,32258
340,108158,37749,70409,-622,32258
341,99488,37749,61739,-622,32258
342,93372,37749,55623,-622,32258
343,85553,37749,47804,-622,32258
344,80621,37749,42872,-622,32258
345,74296,37749,36547,-622,32258
346,63389,37749,25640,-622,32258
347,55846,37749,18097,-622,32258
348,45980,37749,8231,-622,32258
349,36668,37749,-1081,-622,32258
350,43844,37749,6095,-622,32258
351,29239,37749,-8510,-622,32258
352,21277,37749,-16472,-622,32258
353,14461,37749,-23288,-622,32258
354,28693,37749,-9056,-622,32258
355,24949,37749,-12800,-622,32258
356,19103,37749,-18646,-622,32258
357,82938,37749,45189,-622,32258
358,32470,37749,-5279,-622,32258
359,25512,37749,-12237,-622,32258
360,22102,37749,-15647,-622,32258
361,19525,37749,-18224,-622,32258
362,25715,37749,-12034,-622,32258
363,23605,37749,-14144,-622,32258
364,19654,37749,-18095,-622,32258
365,16206,37749,-21543,-622,32258
366,99396,37749,61647,-622,32258
367,65232,37749,27483,-622,32258
