count_idx,delay_ns,loop_gap_ns
1707,114604,149411
1708,91699,10646
1709,88415,4878
1710,83986,10549
1711,81362,5302
1712,80505,4546
1713,79226,4497
1714,111057,4622
1715,141136,39314
1716,83869,36385
1717,33753,81515
1718,35312,12496
1719,31568,5008
1720,29820,3095
1721,27418,3339
1722,24633,2928
1723,21704,2895
1724,41918,2908
1725,106890,29324
1726,51204,77583
1727,15013,33512
1728,37629,6299
1729,50576,39361
1730,20472,41515
1731,13144,6530
1732,31683,4926
1733,42313,33047
1734,19343,39656
1735,14440,6970
1736,30210,5387
1737,17980,30279
1738,13490,10227
1739,11980,7955
1740,12421,7433
1741,12395,7129
1742,13521,5858
1743,11879,8668
1744,9480,5340
1745,28885,4553
1746,64428,28736
1747,44292,60692
1748,38456,7806
1749,36893,5567
1750,36941,5361
1751,98701,65550
1752,97816,7981
1753,95937,3730
1754,114284,3170
1755,263101,26910
1756,58228,159172
1757,22031,8255
1758,21866,4700
1759,22813,15725
1760,18961,5197
1761,16952,4454
1762,15172,8641
1763,11482,7040
1764,15365,6662
1765,231072,12831
1766,104810,232277
1767,103533,12336
1768,100352,3484
1769,98403,3060
1770,95304,3123
1771,86866,2898
1772,80545,2845
1773,137921,2852
1774,211344,72429
1775,39003,86050
1776,17576,16961
1777,14209,5738
1778,12764,4711
1779,12138,4700
1780,17487,5442
1781,17104,11153
1782,19885,5493
1783,19362,8767
1784,268772,9946
1785,67809,266804
1786,47614,9328
1787,43586,5352
1788,42650,5047
1789,42025,4850
1790,40299,4930
1791,39554,4482
1792,65477,8427
1793,114746,29529
1794,60666,59508
1795,24019,45016
1796,19593,10202
1797,23551,7270
1798,177321,16462
1799,146857,176061
1800,133281,12679
1801,127789,3622
1802,125631,3264
1803,122012,3189
1804,118748,2940
1805,114652,2898
1806,146461,2836
1807,218489,41785
1808,47296,82101
1809,19172,16224
1810,14843,5694
1811,13763,5205
1812,13256,5285
1813,12907,5591
1814,12921,5518
1815,19002,5940
1816,20244,12001
1817,82139,9499
1818,26422,68916
1819,36228,9149
1820,25255,35974
1821,20885,9565
1822,13590,8403
1823,128113,7422
1824,111411,131517
1825,98913,13106
1826,93061,3674
1827,89604,3088
1828,87145,3231
1829,84149,2956
1830,81278,2845
1831,113442,2836
1832,127207,43549
1833,33943,49946
1834,38962,16788
1835,22720,38025
1836,18544,7476
1837,35413,12589
1838,57365,34190
1839,32542,52060
1840,26985,7957
1841,21205,5928
1842,21923,9498
1843,22079,5547
1844,19297,9248
1845,17386,7421
1846,53988,7358
1847,36535,50851
1848,39403,7669
1849,16230,39962
1850,12139,10874
1851,46414,5737
1852,66541,50880
1853,28339,47039
1854,21609,7742
1855,18472,5701
1856,18480,5294
1857,15695,8739
1858,16122,10567
1859,14678,7873
1860,12158,7702
1861,170546,7039
1862,38276,172387
1863,28000,8665
1864,38002,9178
1865,24547,38181
1866,12311,6580
1867,11536,9969
1868,8017,7936
1869,42107,4665
1870,57005,44918
1871,25316,46356
1872,23716,8942
1873,27802,7377
1874,33282,11677
1875,40270,16854
1876,38736,4692
1877,38511,4710
1878,40903,4668
1879,204612,7981
1880,33432,175822
1881,21825,10908
1882,16858,17869
1883,26588,22860
1884,22375,5769
1885,19476,5185
1886,18510,5402
1887,141273,7560
1888,109491,139775
1889,104017,7762
1890,98334,3482
1891,94085,8298
1892,87786,3210
1893,83400,2886
1894,80940,2930
1895,117111,2816
1896,145502,45462
1897,58374,33606
1898,34566,47704
1899,36793,9388
1900,36227,10237
1901,36411,5262
1902,35850,5342
1903,35436,5248
1904,34449,4888
1905,64384,5252
1906,117338,38092
1907,57638,59993
1908,34132,54454
1909,21622,5239
1910,15587,3303
1911,12131,4604
1912,31795,5053
1913,36917,33371
1914,15409,31044
1915,42476,5915
1916,32240,49116
1917,13495,9234
1918,9351,5564
1919,37215,4607
1920,28752,39900
1921,23703,7315
1922,19498,4940
1923,17639,4806
1924,19288,7132
1925,21182,4706
1926,20537,7895
1927,12457,7561
1928,60374,6670
1929,50697,63293
1930,20391,10844
1931,15916,7625
1932,17499,7724
1933,15568,12682
1934,12818,7889
1935,20767,7511
1936,16720,17866
1937,14618,7858
1938,204132,6928
1939,59472,207165
1940,40902,9932
1941,40959,10824
1942,39636,4922
1943,38759,4858
1944,37105,4641
1945,34178,4528
1946,65191,4393
1947,118251,40040
1948,38722,63035
1949,16376,14626
1950,12817,5596
1951,11806,4911
1952,18597,5084
1953,18405,12449
1954,18285,5455
1955,17823,5646
1956,20951,5482
1957,168548,10748
1958,30617,156525
1959,13122,9606
1960,11076,7855
1961,12000,7813
1962,12518,7799
1963,14052,7550
1964,131577,7546
1965,174946,135303
1966,161457,78652
1967,155688,10125
1968,149730,5287
1969,147097,5040
1970,142407,4574
1971,137853,4681
1972,166338,4520
1973,171772,41110
1974,73868,13717
1975,51927,72258
1976,46429,9459
1977,18459,5256
1978,14166,4908
1979,11818,4874
1980,22857,4922
1981,23346,17342
1982,26428,9496
1983,21389,4829
1984,24505,5426
1985,123454,8465
1986,58913,111433
1987,33282,8248
1988,25643,4758
1989,23224,4543
1990,31122,12143
1991,29806,5605
1992,28234,4411
1993,26971,4499
1994,69947,4498
1995,178666,52247
1996,69600,114880
1997,37048,67227
1998,37191,7427
1999,36152,10897
2000,34964,4565
