count_idx,delay_ns,delay_center_ns,delay_centered_ns,delay_physical_ns,clock_offset_ns,clock_sync_path_delay_ns,ts_emit_ns,success
429,850521,0,850521,850521,0,0,1785319625033382264,0
430,1231008,0,1231008,1231008,0,0,1785319625034396329,1
431,216504,0,216504,216504,0,0,1785319625035410886,0
432,989516,0,989516,989516,0,0,1785319625036421713,1
433,120437,0,120437,120437,0,0,1785319625037437892,0
434,502177,0,502177,502177,0,0,1785319625038449126,0
435,599346,0,599346,599346,0,0,1785319625039463854,1
436,1226030,0,1226030,1226030,0,0,1785319625040475992,0
437,204256,0,204256,204256,0,0,1785319625041497850,0
438,501428,0,501428,501428,0,0,1785319625042522336,1
439,781649,0,781649,781649,0,0,1785319625043547792,1
440,131888,0,131888,131888,0,0,1785319625044580192,0
441,391151,0,391151,391151,0,0,1785319625045608401,0
442,136318,0,136318,136318,0,0,1785319625046629087,1
443,463461,0,463461,463461,0,0,1785319625047653966,0
444,858509,0,858509,858509,0,0,1785319625048674795,1
445,130695,0,130695,130695,0,0,1785319625049688186,0
446,302832,0,302832,302832,0,0,1785319625050709679,0
447,323170,0,323170,323170,0,0,1785319625051741358,1
448,188931,0,188931,188931,0,0,1785319625052767931,0
449,158587,0,158587,158587,0,0,1785319625053784047,1
450,146878,0,146878,146878,0,0,1785319625054810690,1
451,235619,0,235619,235619,0,0,1785319625055839146,0
452,193210,0,193210,193210,0,0,1785319625056871293,1
453,150292,0,150292,150292,0,0,1785319625057892467,0
454,153533,0,153533,153533,0,0,1785319625058911977,1
455,212807,0,212807,212807,0,0,1785319625059933386,0
456,263282,0,263282,263282,0,0,1785319625060949489,0
457,195020,0,195020,195020,0,0,1785319625061959308,1
458,201894,0,201894,201894,0,0,1785319625062973986,0
459,160606,0,160606,160606,0,0,1785319625064016110,1
460,247802,0,247802,247802,0,0,1785319625065029440,1
461,159033,0,159033,159033,0,0,1785319625066036597,1
462,104437,0,104437,104437,0,0,1785319625067048064,0
463,92291,0,92291,92291,0,0,1785319625068065869,1
464,239211,0,239211,239211,0,0,1785319625069076339,1
465,143536,0,143536,143536,0,0,1785319625070106360,0
466,167420,0,167420,167420,0,0,1785319625071118720,1
467,359394,0,359394,359394,0,0,1785319625072133880,1
468,332737,0,332737,332737,0,0,1785319625073158231,1
469,155893,0,155893,155893,0,0,1785319625074177830,1
470,204208,0,204208,204208,0,0,1785319625075203438,1
471,237727,0,237727,237727,0,0,1785319625076227339,0
472,238574,0,238574,238574,0,0,1785319625077253100,1
473,187519,0,187519,187519,0,0,1785319625078270128,1
474,86438,0,86438,86438,0,0,1785319625079288509,0
475,315949,0,315949,315949,0,0,1785319625080305023,1
476,228629,0,228629,228629,0,0,1785319625081316681,1
477,270281,0,270281,270281,0,0,1785319625082329558,1
478,222890,0,222890,222890,0,0,1785319625083360572,0
479,241471,0,241471,241471,0,0,1785319625084382045,1
480,139656,0,139656,139656,0,0,1785319625085421874,0
481,242631,0,242631,242631,0,0,1785319625086454747,0
482,121282,0,121282,121282,0,0,1785319625087478332,0
483,224776,0,224776,224776,0,0,1785319625088486933,1
484,167403,0,167403,167403,0,0,1785319625090114065,0
485,209937,0,209937,209937,0,0,1785319625091132883,0
486,274229,0,274229,274229,0,0,1785319625092148042,1
487,127720,0,127720,127720,0,0,1785319625093171233,0
488,145666,0,145666,145666,0,0,1785319625094188575,0
489,1363473,0,1363473,1363473,0,0,1785319625095204431,0
490,352833,0,352833,352833,0,0,1785319625096215144,1
491,447351,0,447351,447351,0,0,1785319625097225634,0
492,871446,0,871446,871446,0,0,1785319625098244008,1
493,795141,0,795141,795141,0,0,1785319625099273555,0
494,1133974,0,1133974,1133974,0,0,1785319625100291381,0
495,171998,0,171998,171998,0,0,1785319625101313846,1
496,298848,0,298848,298848,0,0,1785319625102336055,0
497,140886,0,140886,140886,0,0,1785319625103359970,1
498,378364,0,378364,378364,0,0,1785319625104389424,0
499,490459,0,490459,490459,0,0,1785319625105415280,0
500,542684,0,542684,542684,0,0,1785319625106445909,0
501,525592,0,525592,525592,0,0,1785319625107477665,0
502,295179,0,295179,295179,0,0,1785319625108499825,0
503,148500,0,148500,148500,0,0,1785319625109521092,0
504,216099,0,216099,216099,0,0,1785319625110544688,1
505,168092,0,168092,168092,0,0,1785319625111568054,0
506,390453,0,390453,390453,0,0,1785319625112596602,1
507,148436,0,148436,148436,0,0,1785319625113625137,0
508,188751,0,188751,188751,0,0,1785319625114656157,0
509,302122,0,302122,302122,0,0,1785319625115683377,1
510,1580170,0,1580170,1580170,0,0,1785319625116714647,0
511,557585,0,557585,557585,0,0,1785319625117737327,1
512,555807,0,555807,555807,0,0,1785319625118744919,0
513,272302,0,272302,272302,0,0,1785319625119762921,1
514,839190,0,839190,839190,0,0,1785319625120796021,1
515,421774,0,421774,421774,0,0,1785319625121816498,1
516,319179,0,319179,319179,0,0,1785319625122837470,1
517,420742,0,420742,420742,0,0,1785319625123864039,0
518,1025393,0,1025393,1025393,0,0,1785319625124871030,1
519,177830,0,177830,177830,0,0,1785319625125879746,0
520,112720,0,112720,112720,0,0,1785319625126888326,0
521,136824,0,136824,136824,0,0,1785319625127899737,0
522,122004,0,122004,122004,0,0,1785319625128907204,0
523,125396,0,125396,125396,0,0,1785319625129917080,1
524,158028,0,158028,158028,0,0,1785319625130926809,0
525,202764,0,202764,202764,0,0,1785319625131936635,0
526,163321,0,163321,163321,0,0,1785319625132948841,1
527,259778,0,259778,259778,0,0,1785319625133974787,1
528,1094766,0,1094766,1094766,0,0,1785319625134985190,1
529,83267,0,83267,83267,0,0,1785319625135996756,1
530,571975,0,571975,571975,0,0,1785319625137010591,0
531,302016,0,302016,302016,0,0,1785319625138033492,0
532,168610,0,168610,168610,0,0,1785319625139045720,0
533,1981233,0,1981233,1981233,0,0,1785319625140073390,1
534,970498,0,970498,970498,0,0,1785319625141084190,1
535,306994,0,306994,306994,0,0,1785319625142185437,1
536,500664,0,500664,500664,0,0,1785319625143222205,0
537,1323632,0,1323632,1323632,0,0,1785319625144240892,1
538,341673,0,341673,341673,0,0,1785319625145254482,0
539,116160,0,116160,116160,0,0,1785319625146263010,1
540,265241,0,265241,265241,0,0,1785319625147284699,1
541,276407,0,276407,276407,0,0,1785319625148307449,1
542,169163,0,169163,169163,0,0,1785319625149322898,0
543,188694,0,188694,188694,0,0,1785319625150337336,1
544,279797,0,279797,279797,0,0,1785319625151366123,0
545,394602,0,394602,394602,0,0,1785319625152388964,0
546,204525,0,204525,204525,0,0,1785319625153417440,0
